municipio;homologacao;nome_bem_imaterial_registrado;local_ocorrencia_bem_imaterial_registrado;esfera_de_protecao;categoria;exercicio_aceito_para_efeito_de_pontuacao
Lamim;Inscrição nº 004/2022;Campeonato de Futebol Sete de Setembro;Não informado;MUNICIPAL;RI*FOR;2024,0
Elói Mendes;Inscrição nº 004/2022;Encenação da Via Sacra da Semana Santa;Não informado;MUNICIPAL;RI*FOR;2024,0
Arapuá;Inscrição nº 004/2023;Modo de fazer doce de leite de pingo da Vovó Divina;Não informado;MUNICIPAL;RI*SAB;2025,0
Piedade do Rio Grande;Inscrição nº 004/2023;Festival de Música Popular de Piedade do Rio Grande;Não informado;MUNICIPAL;RI*FOR;2025,0
Tiradentes;Inscrição nº 005/2016;Orquestra e Banda Ramalho;Não informado;MUNICIPAL;RI*FOR;2019,0
Martinho Campos;Inscrição nº 005/2022;Banda de Música Lira Santa Cecilia de Ibitira;Rua Cristóvão Alves, nº 415, distrito de Ibitira;MUNICIPAL;RI*FOR;2025,0
Barão de Cocais;Inscrição nº 01 /2014;Banda de musica Santa Cecília;Não informado;MUNICIPAL;RI*FOR;2016,0
Machado;Inscrição nº 01/ 2012;Festa de São Benedito;Não informado;MUNICIPAL;RI*CEL;2017,0
Onça de Pitangui;Inscrição nº 01/ 2014;Terno de Congado São João;Não informado;MUNICIPAL;RI*FOR;2017,0
Monjolos;Inscrição nº 01/ 2015;Corrida de argolinhas;Não informado;MUNICIPAL;RI*CEL;2017,0
Sabará;Inscrição nº 01/ 2015;Guardas de Marujos;Não informado;MUNICIPAL;RI*FOR;2017,0
Paraisópolis;Inscrição nº 01/ 2016;Lira Musical Conêgo Benedito Profíssio;Não informado;MUNICIPAL;RI*CEL;2018,0
Pirapetinga;Inscrição nº 01/ 2016;Sociedade Musical 27 de Março;Não informado;MUNICIPAL;RI*SAB;2024,0
Ipatinga;Inscrição nº 01/ 2016;Congado Nossa Senhora do Rosário;Não informado;MUNICIPAL;RI*CEL;2018,0
Serro;Inscrição nº 01/ 2016;Banda Santíssimo Sacramento;Não informado;MUNICIPAL;RI*FOR;2018,0
Indianópolis;Inscrição nº 01/ 2019;Encontro Regional de Folias de Reis;Não informado;MUNICIPAL;RI*FOR;2021,0
Paraguaçu;Inscrição nº 01/2009;Modo de Fazer Licor e Doces de Marolo;Não informado;MUNICIPAL;RI*SAB;2011,0
Dom Silvério;Inscrição nº 01/2011;Festa de Nossa Senhora da Saúde;Ocorrência: Santuário e seu entorno e várias ruas da Sede do município;MUNICIPAL;RI*CEL;2013,0
Santana dos Montes;Inscrição nº 01/2011;Escola dos Violeiros de Santana dos Montes;Praça Aristides de Araújo Teixeira, nº 66, Centro Histórico;MUNICIPAL;RI*FOR;2013,0
Dores do Turvo;Inscrição nº 01/2012;Jubileu de Nossa Senhora das Dores;Não informado;MUNICIPAL;RI*CEL;2017,0
Cachoeira de Minas;Inscrição nº 01/2013;Festa da fogueira de São Pedro;Não informado;MUNICIPAL;RI*CEL;2025,0
Guaxupé;Inscrição nº 01/2013;Exposição Nacional de Orquideas;Não informado;MUNICIPAL;RI*CEL;2015,0
Fervedouro;Inscrição nº 01/2014;Jubileu do Bom Jesus do Madeira;Bom Jesus do Madeira;MUNICIPAL;RI*CEL;2016,0
Couto de Magalhães de Minas;Inscrição nº 01/2014;Corporação Musical Bom Jesus de Matozinho;Não informado;MUNICIPAL;RI*FOR;2016,0
Couto de Magalhães de Minas;Inscrição nº 01/2014;Festa do Rosário com Grupo Folclórico de Marujada;Não informado;MUNICIPAL;RI*CEL;2016,0
Itabira;Inscrição nº 01/2014;Sociedade Musical Euterpe Itabirana;Não informado;MUNICIPAL;RI*FOR;2025,0
Itaverava;Inscrição nº 01/2015;Corporação Musical de Santo Antônio de Itaverava;Não informado;MUNICIPAL;RI*FOR;2018,0
Sete Lagoas;Inscrição nº 01/2015;Festa de Santa Helena e Santa Cruz;B. Interlagos/Sede;MUNICIPAL;RI*CEL;2022,0
Sete Lagoas;Inscrição nº 01/2015;Agremiação Esportista Democrata Futebol Clube;Clube Democrata de Sete Lagoas;MUNICIPAL;RI*FOR;2022,0
Conceição da Barra de Minas;Inscrição nº 01/2016;Corporação Musical Nossa Senhora da Conceição;Não informado;MUNICIPAL;RI*FOR;2018,0
Gonçalves;Inscrição nº 01/2016;Lira Nossa Senhora das Dores;Não informado;MUNICIPAL;RI*FOR;2018,0
Olímpio Noronha;Inscrição nº 01/2016;Tradicional Festa de Olímpio Noronha;Não informado;MUNICIPAL;RI*CEL;2025,0
Espera Feliz;Inscrição nº 01/2016;Fanfarra Altivo Leopoldino de Souza;Não informado;MUNICIPAL;RI*FOR;2018,0
Crucilândia;Inscrição nº 01/2017;Festa do Carro de Boi;Sede do município;MUNICIPAL;RI*CEL;2019,0
Juatuba;Inscrição nº 01/2017;Ofício dos Benzedores e Benzedeiras de Juatuba;Não informado;MUNICIPAL;RI*FOR;2019,0
Mariana;Inscrição nº 01/2017;Festa do Divino;Não informado;MUNICIPAL;RI*CEL;2019,0
Moeda;Inscrição nº 01/2017;Festa do Senhor Bom Jesus do Povoado de Porto Alegre;Não informado;MUNICIPAL;RI*CEL;2019,0
Paraguaçu;Inscrição nº 01/2017;Companhia de Reis;Não informado;MUNICIPAL;RI*FOR;2019,0
Santana de Cataguases;Inscrição nº 01/2017;Festa de Senhora Santana;Não informado;MUNICIPAL;RI*CEL;2019,0
São Francisco de Paula;Inscrição nº 01/2017;Festa do Café;Não informado;MUNICIPAL;RI*CEL;2020,0
Itamonte;Inscrição nº 01/2017;Festival Cultural e Gastronomico Minas, Fogão e Viola;Não informado;MUNICIPAL;RI*CEL;2022,0
Nepomuceno;Inscrição nº 01/2017;Festa do Encontro de Congada;Não informado;MUNICIPAL;RI*CEL;2020,0
Passos;Inscrição nº 01/2017;Banda do 12º Batalhão Militar de Passos;Não informado;MUNICIPAL;RI*FOR;2020,0
Serra do Salitre;Inscrição nº 01/2017;Modo de Fazer Queijo Minas Artesanal de Serra do Salitre;Não informado;MUNICIPAL;RI*SAB;2020,0
Serra do Salitre;Inscrição nº 01/2017;Festa em Louvor à Nossa Senhora do Rosário, São Benedito e Santa Efigênia e os Ternos de Congada;Não informado;MUNICIPAL;RI*CEL;2020,0
Estrela do Indaiá;Inscrição nº 01/2018;Festa de Nossa Senhora do Rosário;Não informado;MUNICIPAL;RI*CEL;2020,0
Estrela do Sul;Inscrição nº 01/2018;Festa de Nossa Senhora Mãe dos Homens;Não informado;MUNICIPAL;RI*CEL;2020,0
Ibitiúra de Minas;Inscrição nº 01/2018;Festa de São Benedito e Nossa Senhora Aparecida;Não informado;MUNICIPAL;RI;2020,0
Inimutaba;Inscrição nº 01/2018;Corporação Musical Euterpe Imaculada Conceição(Banda de Musica Maestro José Mendes da Silva);Não informado;MUNICIPAL;RI*FOR;2020,0
Janaúba;Inscrição nº 01/2018;Modo de Fazer da Blusa Gorutubana;Não informado;MUNICIPAL;RI*SAB;2020,0
Passa Quatro;Inscrição nº 01/2018;Corporação Musical Santa Cecília;Não informado;MUNICIPAL;RI*FOR;2020,0
Romaria;Inscrição nº 01/2018;Cavalhada de São Benedito;Não informado;MUNICIPAL;RI;2020,0
São Lourenço;Inscrição nº 01/2018;Folia de Reis;Não informado;MUNICIPAL;RI*FOR;2020,0
São Pedro dos Ferros;Inscrição nº 01/2018;Festa do Ferrense Ausente;Não informado;MUNICIPAL;RI*CEL;2020,0
São Thomé das Letras;Inscrição nº 01/2018;Semana Santa em São Tomé das Letras;Não informado;MUNICIPAL;RI*CEL;2020,0
Boa Esperança;Inscrição nº 01/2018;Folia de Reis;Não informado;MUNICIPAL;RI;2020,0
Bom Despacho;Inscrição nº 01/2018;Banda de musica do 7° Batalhão da Polícia Militar;Não informado;MUNICIPAL;RI*FOR;2020,0
Bom Despacho;Inscrição nº 01/2018;Modo de fazer biscoito de queijo;Não informado;MUNICIPAL;RI*SAB;2020,0
Dom Silvério;Inscrição nº 01/2018;Corporação Musical Municipal Padre Felisberto;Não informado;MUNICIPAL;RI*FOR;2020,0
Itaú de Minas;Inscrição nº 01/2018;Festa das Congadas;Não informado;MUNICIPAL;RI*CEL;2020,0
Entre Rios de Minas;Inscrição nº 01/2018;Festa da Colheita;Não informado;MUNICIPAL;RI*CEL;2020,0
Formiga;Inscrição nº 01/2018;Mutirão do Carro de Boi;Povoado Córrego da Areia;MUNICIPAL;RI;2020,0
Araponga;Inscrição nº 01/2019;Corporação musical Lira Coração de Jesus;Não informado;MUNICIPAL;RI*FOR;2021,0
Conceição da Barra de Minas;Inscrição nº 01/2019;Festa de Santo Antônio e Festa Junina;Não informado;MUNICIPAL;RI*CEL;2021,0
Diamantina;Inscrição nº 01/2019;Banda Fogosa do Sapo Seco;Não informado;MUNICIPAL;RI*FOR;2021,0
Lagoa da Prata;Inscrição nº 01/2019;Festa do Rosário;Não informado;MUNICIPAL;RI*CEL;2021,0
Santa Juliana;Inscrição nº 01/2019;Festa da Padroeira Nossa Senhora das Dores;Não informado;MUNICIPAL;RI*CEL;2021,0
São Lourenço;Inscrição nº 01/2019;Coletivos de Artesanato;Não informado;MUNICIPAL;RI*SAB;2021,0
Divinópolis;Inscrição nº 01/2019;Toque da Sirene das Oficinas da Rede Ferroviária;Não informado;MUNICIPAL;RI*FOR;2021,0
Senador Firmino;Inscrição nº 01/2019;Santuário Nossa Senhora da Conceição;Não informado;MUNICIPAL;RI*LUG;2025,0
Santana do Jacaré;Inscrição nº 01/2019;Corporação Musical Lira São Geraldo;Não informado;MUNICIPAL;RI*FOR;2021,0
Timóteo;Inscrição nº 01/2019;Corporação Musical Santa Cecília;Não informado;MUNICIPAL;RI*FOR;2024,0
Espera Feliz;Inscrição nº 01/2019;Festa Regional do Trabalho;Não informado;MUNICIPAL;RI*CEL;2021,0
Itueta;Inscrição nº 01/2020;Festa Pomerana;Não informado;MUNICIPAL;RI*CEL;2022,0
Poços de Caldas;Inscrição nº 01/2020;Festa de São Benedito;Não informado;MUNICIPAL;RI*CEL;2022,0
Pai Pedro;Inscrição nº 01/2020;Modo de Fazer do Queijo Artesanal da Serra Geral;Não informado;MUNICIPAL;RI*SAB;2023,0
Passos;Inscrição nº 01/2020;Festa do Reinado e da Cavalhada;Não informado;MUNICIPAL;RI*CEL;2022,0
São Francisco de Paula;Inscrição nº 01/2020;Grandiosa Festa de Nossa Senhora do Rosario;Não informado;MUNICIPAL;RI*CEL;2022,0
São Francisco de Paula;Inscrição nº 01/2020;Abate de suíno caipira/ Técnicas de abate e manejo da carne;Não informado;MUNICIPAL;RI*SAB;2023,0
Nova Lima;Inscrição nº 01/2020;Villa Nova Atlético Clube;Não informado;MUNICIPAL;RI*FOR;2022,0
Guarda-Mor;Inscrição nº 01/2020;Festa de Santa Rita de Cassia;Não informado;MUNICIPAL;RI*CEL;2022,0
Paraguaçu;Inscrição nº 01/2020;Festa do Marolo;Não informado;MUNICIPAL;RI*CEL;2022,0
Igaratinga;Inscrição nº 01/2020;Festa do Congado e do Reinado;Não informado;MUNICIPAL;RI*CEL;2022,0
Lagoa Santa;Inscrição nº 01/2020;Festa de Nossa Senhora da Saúde;Não informado;MUNICIPAL;RI*CEL;2025,0
Monte Azul;Inscrição nº 01/2020     Decreto nº 311/2020;Modo de Fazer Requeijão Moreno;Não informado;MUNICIPAL;RI*SAB;2022,0
Mato Verde;Inscrição nº 01/2020    Decreto nº 345/2020;Queijo Artesanal da Serra Geral;Não informado;MUNICIPAL;RI*SAB;2023,0
Mato Verde;Inscrição nº 01/2020    Decreto nº 345/2020;Requeijão Moreno de Mato Verde;Não informado;MUNICIPAL;RI*SAB;2023,0
Areado;Inscrição nº 01/2021;Biscoito de polvilho;Não informado;MUNICIPAL;RI*SAB;2023,0
Monte Belo;Inscrição nº 01/2021;Fanfarra Municipal Maestro Armando Teixeira dos Anjos;Não informado;MUNICIPAL;RI*FOR;2023,0
Pedrinopolis;Inscrição nº 01/2021;Festa de São Sebastião;Não informado;MUNICIPAL;RI*CEL;2023,0
São Pedro da União;Inscrição nº 01/2021;Encontro de Carros de Boi;Não informado;MUNICIPAL;RI*CEL;2023,0
Santa Fé de Minas;Inscrição nº 01/2021;Modo de Fazer o Doce de Buriti;Não informado;MUNICIPAL;RI*SAB;2024,0
Itaguara;Inscrição nº 01/2021;Modo Artesanal de Fazer Rapadura;Não informado;MUNICIPAL;RI;2023,0
Santa Bárbara do Tugúrio;Inscrição nº 01/2021;Festa da Banana;Não informado;MUNICIPAL;RI;2023,0
Ibertioga;Inscrição nº 01/2021;Festival de Carros de Boi;Não informado;MUNICIPAL;RI*FOR;2023,0
Onça de Pitangui;Inscrição nº 01/2021;Folias de Reis;Não informado;MUNICIPAL;RI;2023,0
Santa Luzia;Inscrição nº 01/2021;Casa de Cultura Lode Apara;Não informado;MUNICIPAL;RI*LUG;2023,0
Santa Rita de Ibitipoca;Inscrição nº 01/2021;Corporação Musical Santa Cecília;Não informado;MUNICIPAL;RI*FOR;2023,0
São Pedro do Suaçuí;Inscrição nº 01/2021;Festa de São Pedro do Suaçuí;Não informado;MUNICIPAL;RI*CEL;2023,0
Sacramento;Inscrição nº 01/2021;Folia de Reis Estrela do Oriente;Não informado;MUNICIPAL;RI*CEL;2023,0
Luminárias;Inscrição nº 01/2021    Decreto nº 083/2021;Modo de Fazer Macadame;Não informado;MUNICIPAL;RI*SAB;2023,0
Lamim;Inscrição nº 01/2021    Decreto nº 09/2022;Festa do Divino Espirito Santo;Não informado;MUNICIPAL;RI*CEL;2023,0
Conceição das Alagoas;Inscrição nº 01/2021    Decreto nº 405/2021;Festas, Folias e Companhias de Santos Reis;Não informado;MUNICIPAL;RI*CEL;2023,0
Ferros;Inscrição nº 01/2022;Corporação Musical Municipal Padre Diniz;Não informado;MUNICIPAL;RI*FOR;2024,0
Piedade dos Gerais;Inscrição nº 01/2022;Missa Sertaneja;Não informado;MUNICIPAL;RI*CEL;2024,0
Soledade de Minas;Inscrição nº 01/2022;Barqueata e Procissão de Nossa Senhora Aparecida;Não informado;MUNICIPAL;RI*CEL;2025,0
Pedra do Indaiá;Inscrição nº 01/2022;Festa da Igrejinha;Não informado;MUNICIPAL;RI*CEL;2025,0
Passabem;Inscrição nº 01/2022;Festa de Agosto;Não informado;MUNICIPAL;RI*CEL;2025,0
Pedrinopolis;Inscrição nº 01/2022;Time de Futebol Floresta Esporte Clube;Não informado;MUNICIPAL;RI*FOR;2024,0
São Tomás de Aquino;Inscrição nº 01/2022;Festas das Congadas e Moçambiques;Não informado;MUNICIPAL;RI*CEL;2024,0
Muzambinho;Inscrição nº 01/2022;Marcha para Jesus;Não informado;MUNICIPAL;RI;2024,0
Serrania;Inscrição nº 01/2022;Jogos de Julho;Não informado;MUNICIPAL;RI*CEL;2025,0
Guaxupé;Inscrição nº 01/2022;Modo de Fazer Queijo Árabe Shanklish;Não informado;MUNICIPAL;RI*SAB;2024,0
São Romão;Inscrição nº 01/2022;Cavalgada de São Sebastião;Não informado;MUNICIPAL;RI*FOR;2024,0
São Gonçalo do Sapucaí;Inscrição nº 01/2022;Festa de Nossa Senhora do Rosário;Não informado;MUNICIPAL;RI*CEL;2025,0
Nazareno;Inscrição nº 01/2022;Banda Municipal de Nazaré;Não informado;MUNICIPAL;RI*FOR;2024,0
Entre Rios de Minas;Inscrição nº 01/2022;Feira Livre Municipal;Não informado;MUNICIPAL;RI*FOR;2025,0
Paracatu;Inscrição nº 01/2022;Caretagem de Paracatu;Não informado;MUNICIPAL;RI*FOR;2024,0
Madre de Deus de Minas;Inscrição nº 01/2022     Decreto nº 044/2022;Corporação Musical Santa Cecília;Não informado;MUNICIPAL;RI*FOR;2024,0
Conceição da Aparecida;Inscrição nº 01/2022     Decreto nº 2679/2022;Queima do Alho;Não informado;MUNICIPAL;RI*CEL;2025,0
Santa Bárbara do Monte Verde;Inscrição nº 01/2022    Decreto nº 342/2022;Banda Musical de Santa Bárbara (BAMUSB);Não informado;MUNICIPAL;RI*FOR;2025,0
Moema;Inscrição nº 01/2023;Festa do Reinado Nossa Senhora do Rosário;Não informado;MUNICIPAL;RI*CEL;2015,0
Caparaó;Inscrição nº 01/2023;Antiga Trilha do Fogão dos Puris;Córrego Boa Vista;MUNICIPAL;RI*LUG;2025,0
Extrema;Inscrição nº 01/2023;Festa de Santa Rita;Igreja Matriz de Santa Rita e suas imediações/Santuário de Santa Rita de Cássia e suas imediações;MUNICIPAL;RI*CEL;2025,0
Almenara;Inscrição nº 01/2023;Coral das Lavadeiras de Almenara;Não informado;MUNICIPAL;RI*FOR;2025,0
Barroso;Inscrição nº 01/2023;Festa de Sant'Ana;Não informado;MUNICIPAL;RI*CEL;2025,0
Bom Despacho;Inscrição nº 01/2023;Língua da Tabatinga;Não informado;MUNICIPAL;RI;2025,0
Cataguases;Inscrição nº 01/2023;Movimento Cultural Hip Hop de Cataguases;Não informado;MUNICIPAL;RI*FOR;2025,0
Comendador Gomes;Inscrição nº 01/2023;Croquete de Comendaor Gomes;Não informado;MUNICIPAL;RI*SAB;2025,0
Divisa Nova;Inscrição nº 01/2023;Desfile de Cavaleiros e Amazonas;Não informado;MUNICIPAL;RI*CEL;2025,0
Itabira;Inscrição nº 01/2023;Museu de Território Caminhos Drummondianos;Não informado;MUNICIPAL;RI*LUG;2025,0
Juruaia;Inscrição nº 01/2023;Queima do Alho;Não informado;MUNICIPAL;RI*CEL;2025,0
Lagoa Santa;Inscrição nº 01/2023;Produção Artesanal de Doces e Quitandas da Lapinha;Não informado;MUNICIPAL;RI*SAB;2025,0
Monte Belo;Inscrição nº 01/2023;Festa de São Sebastião;Não informado;MUNICIPAL;RI*CEL;2025,0
Natércia;Inscrição nº 01/2023;Romaria Santa Catarina;Não informado;MUNICIPAL;RI*CEL;2025,0
Pedro Leopoldo;Inscrição nº 01/2023;Chico Xavier;Não informado;MUNICIPAL;RI*FOR;2025,0
Recreio;Inscrição nº 01/2023;Festa de São Sebastião;Não informado;MUNICIPAL;RI*CEL;2025,0
Ritápolis;Inscrição nº 01/2023;Festa de Santa Rita de Cássia;Não informado;MUNICIPAL;RI*CEL;2025,0
Rubim;Inscrição nº 01/2023;Boi de Janeiro dos Coquis;Não informado;MUNICIPAL;RI*FOR;2025,0
São José da Barra;Inscrição nº 01/2023;Folias de Reis de São José da Barra;Não informado;MUNICIPAL;RI*FOR;2025,0
Simonésia;Inscrição nº 01/2023;Festa do Divino Espiríto Santo do Distrito de Alegria;Não informado;MUNICIPAL;RI*CEL;2025,0
São Francisco de Sales;Inscrição nº 01/2023;Modo de Fazer do Melado, da Rapadura e do Açúcar Mascavo;Não informado;MUNICIPAL;RI*SAB;2025,0
Serrania;Inscrição nº 01/2023;Natal das Luzes;Não informado;MUNICIPAL;RI*CEL;2025,0
Varginha;Inscrição nº 01/2023;O Caso do ET e a Identidade Varginhense;Não informado;MUNICIPAL;RI*LUG;2025,0
Varzelândia;Inscrição nº 01/2023 Decreto nº 40/2023;Festa do Senhor Bom Jesus de Varzelândia;Não informado;MUNICIPAL;RI*FOR;2025,0
Japonvar;Inscrição nº 01/2023 Decreto nº 49/2023;Modo de Fazer Biscoito Artesanal de Japonvar;Não informado;MUNICIPAL;RI*SAB;2025,0
Japonvar;Inscrição nº 01/2023 Decreto nº 50/2023;Festa do Biscoito de Japonvar;Não informado;MUNICIPAL;RI*CEL;2025,0
São João del Rei;Inscrição nº 010/18;Jubileu do Divino Espírito Santo;Não informado;MUNICIPAL;RI*CEL;2024,0
Barão de Cocais;Inscrição nº 02 /2015;Jubileu de São João Batista;Não informado;MUNICIPAL;RI*CEL;2017,0
Itaguara;Inscrição nº 02/ 2014;Congado de Itaguara;Praça Guimarães Rosa s/n°;MUNICIPAL;RI*CEL;2012,0
Sabará;Inscrição nº 02/ 2015;Semana Santa de Sabará;Não informado;MUNICIPAL;RI*CEL;2017,0
Barão de Cocais;Inscrição nº 02/ 2018;Modo de fazer quitandas;Não informado;MUNICIPAL;RI*SAB;2020,0
Santa Rita do Sapucaí;Inscrição nº 02/ 2019;Feirão Folclórico;Não informado;MUNICIPAL;RI*CEL;2021,0
Diamantina;Inscrição nº 02/2014;Guarda Romana;Não informado;MUNICIPAL;RI*CEL;2016,0
Itanhandu;Inscrição nº 02/2017;Festival de Música de Itanhandu;Não informado;MUNICIPAL;RI;2019,0
Santana dos Montes;Inscrição nº 02/2017;Carnaval de Santana dos Montes;Não informado;MUNICIPAL;RI*CEL;2019,0
Itaverava;Inscrição nº 02/2017;Congado de Itaverava;Não informado;MUNICIPAL;RI*FOR;2019,0
Espera Feliz;Inscrição nº 02/2018;Banda Musical Pedro Bernardes da Veiga;Não informado;MUNICIPAL;RI;2020,0
Grupiara;Inscrição nº 02/2018;Modo de Fazer o Xarope de Romã de D. Alvina;Não informado;MUNICIPAL;RI*SAB;2020,0
Ibiraci;Inscrição nº 02/2018;Tradição da Folia de Reis e da Companhia Unidos dos Santos Reis de Ibiraci;Não informado;MUNICIPAL;RI;2020,0
Romaria;Inscrição nº 02/2018;Congado;Não informado;MUNICIPAL;RI;2020,0
São Lourenço;Inscrição nº 02/2018;Orquestra de violeiros;Não informado;MUNICIPAL;RI*FOR;2020,0
São Lourenço;Inscrição nº 02/2018;Sociedade Musical Antônio de Lorenzo;Não informado;MUNICIPAL;RI*FOR;2020,0
Itinga;Inscrição nº 02/2018;História e Memória da Escrava Feliciana e a Festa Salvaguarda da Religiosidade Popular em Honra a Escrava Feliciana;Não informado;MUNICIPAL;RI*FOR;2021,0
São Lourenço;Inscrição nº 02/2018;Peregrinação de Nhá Chica;Não informado;MUNICIPAL;RI*CEL;2021,0
Dom Silvério;Inscrição nº 02/2018;Congado de Dom Silvéro;Não informado;MUNICIPAL;RI*FOR;2020,0
Joaquim Felício;Inscrição nº 02/2018;Semana Teatral de Joaquim Felicio;Não informado;MUNICIPAL;RI;2020,0
Conceição do Mato Dentro;Inscrição nº 02/2019;Jubileu de São Miguel e Almas;Povoado de Cemitério do Peixe;MUNICIPAL;RI*CEL;2021,0
Cristina;Inscrição nº 02/2019;Festival Café com Música;Não informado;MUNICIPAL;RI*CEL;2021,0
Limeira do Oeste;Inscrição nº 02/2019;Festa de Santos Reis;Não informado;MUNICIPAL;RI*CEL;2021,0
Guarda-Mor;Inscrição nº 02/2019;Modo de Fazer Rapadura da Fazenda São Francisco;Não informado;MUNICIPAL;RI*SAB;2021,0
Indianópolis;Inscrição nº 02/2020;Festa de Santana e do Divino Espírito Santo;Não informado;MUNICIPAL;RI*CEL;2022,0
Santa Juliana;Inscrição nº 02/2020;Festa Queima do Alho;Não informado;MUNICIPAL;RI*CEL;2022,0
São Lourenço;Inscrição nº 02/2020;Grupo de Escoteiros São Francisco de Assis (GESFA);Não informado;MUNICIPAL;RI*SAB;2022,0
Pai Pedro;Inscrição nº 02/2020;Modo de Fazer do Requeijão Moreno da Serra Geral;Não informado;MUNICIPAL;RI*SAB;2023,0
Curvelo;Inscrição nº 02/2020;Forró Beneficente de Curvelo;Não informado;MUNICIPAL;RI;2022,0
Guaxupé;Inscrição nº 02/2020;Natal de Luz de Guaxupé;Não informado;MUNICIPAL;RI*CEL;2022,0
São Francisco de Paula;Inscrição nº 02/2020;Festa do Padroeiro, Glorioso São Francisco de Paula;Não informado;MUNICIPAL;RI*CEL;2023,0
São Sebastião da Bela Vista;Inscrição nº 02/2020;Tradicional Festa de São Sebastiao;Não informado;MUNICIPAL;RI*CEL;2022,0
Ilicínea;Inscrição nº 02/2020;Festa do Carreiro;Não informado;MUNICIPAL;RI*CEL;2022,0
Igaratinga;Inscrição nº 02/2020;Festa de Santa Cruz;Não informado;MUNICIPAL;RI*CEL;2022,0
Andradas;Inscrição nº 02/2021;Boi Laranja;Não informado;MUNICIPAL;RI*CEL;2023,0
Santa Luzia;Inscrição nº 02/2021;Terreiro Tradicional do Manzo Ngunzo Kaiango: terra do Caboclo Ubirajara;Não informado;MUNICIPAL;RI*LUG;2023,0
